,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,1.4547914370170978,-0.7173666769157319,-0.9032965096237234,-0.610021226169603,-1.2542401203796234,1.0423699262666952,0.347108755181875,-0.21315907683486032,-0.46122034485452523,0.8460266024016415,-0.7600801668031406,0.15990804832453825,0.1026684268001093
1,-0.6679451907957226,-0.7457047863910607,-0.06849145779716441,-0.4411493078016185,0.7972954968920368,0.3723598730978105,-0.15252216157106374,-0.21318726995188955,-0.4759429640212292,-0.5992159988527166,0.7855461392968681,-0.48074929021240426,0.1026684268001093
2,-0.7236235285744196,0.6712006873753784,0.2097768928116886,0.3665964610293158,0.7972954968920368,-0.7266727463743765,-0.7135112610831351,-0.21314311294002297,0.6650600213983281,0.40899216310017394,0.24748256882504902,0.3895439423328984,0.1026684268001093
3,0.07675257699434887,1.067934220029981,-1.1815648602325763,0.012413764983189047,-1.2542401203796234,-0.7601732490328207,0.41284966528094597,-0.06087120911862627,0.6503374022316242,1.7547120702561785,-0.45382103420764003,-0.1786038522399257,0.1026684268001093
4,-1.5727181796995482,-1.301131732107505,-1.4598332108414294,-0.6335586838182381,0.7972954968920368,-0.5580895717060764,1.6575442298233547,-0.21317262417680943,-0.5348334406880451,-1.6247324554314078,-1.5622729340742216,0.08654965572498041,0.1026684268001093
5,-0.9602564641338818,-0.04291967140290689,0.2097768928116886,0.24965639366387538,0.7972954968920368,-0.6683170320661187,1.2411851325292391,-0.21318726995188955,-0.17412927110379797,-0.0540047181399946,2.970879424481955,-1.328369328942679,0.1026684268001093
6,0.13939070699538297,-0.41698271647724716,-1.1815648602325763,-0.6929627435981264,0.7972954968920368,-0.038291449812151254,0.4742078480400786,1.7493465907843877,-0.46122034485452523,-2.048785673763525,-0.04178810713650348,1.7128542887390517,0.1026684268001093
7,1.3364749692373665,-0.34330363184139223,-1.1815648602325763,-0.26032185538988295,-1.2542401203796234,-0.07827592072706852,-0.24894216304970102,-0.21318726995188955,0.8122862130653675,-1.3434726677621467,0.31838154006270863,-2.1954235338001205,0.1026684268001093
8,1.0163245270098598,0.6995387968507073,1.6011186458559536,0.3154118309045062,0.7972954968920368,-0.6423811590402264,0.9037151273540085,-0.20828825818758892,-0.44649772568782126,1.174884200291855,-0.5077674652101549,0.3573323704301693,0.1026684268001093
9,0.11155153810603448,0.9205760507582713,1.6011186458559536,0.4185283120318598,-1.2542401203796234,-0.5353956828084206,-0.6797642605656122,-0.21318726995188955,1.136183834732855,1.0580532115677002,-0.3979710340685523,-1.0441390648023703,0.1026684268001093
10,0.8005709681174089,-0.5813437514341543,-1.4598332108414294,-0.8752846377653309,0.7972954968920368,1.615120455588484,1.5041487729255225,-0.21225726323430186,0.4294981147310647,0.9628575911257963,0.8237611876235493,-2.5369734189545783,0.1026684268001093
11,-1.1968893996933438,-1.5561747173854643,-0.06849145779716441,-1.1928535108024698,-1.2542401203796234,-0.511621132534686,1.4559387721862038,-0.21318726995188955,0.6208921638982162,-1.8410861382539168,-1.158536695126641,1.9472035264862992,-3.860001659210565
12,-0.591387476350015,-0.0712577808782357,-1.1815648602325763,-0.1751386753281564,0.7972954968920368,-0.7580119262806629,1.096555130311283,-0.21318726995188955,-0.4906655831879332,0.27052580609376825,0.7106963641908491,-0.9962461312659964,0.1026684268001093
13,-0.5496287230159922,0.0024213037576192066,0.48804524342054156,0.35389370610783033,0.7972954968920368,0.22106728044677185,1.026431492872274,-0.21318726995188955,-0.6827957633134198,-0.4218059789382595,1.09291868025527,-0.206973267161192,0.1026684268001093
14,0.1185113303283716,-2.967412569256837,1.0445819446382476,-1.012399668829601,-1.2542401203796234,-0.6834462913312227,3.4456969845180825,-0.21305326110990644,-0.5053882023546371,-1.7891612543765145,-0.2844033810526059,-0.27910306305156113,0.1026684268001093
