,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
512,0.687,0.793,2.0,-4.254,1.0,0.166,0.0603,0.0,0.582,0.751,107.045,205733.0,4.0,1
513,0.634,0.526,5.0,-7.881,0.0,0.0333,0.339,0.0,0.257,0.623,90.087,235800.0,4.0,4
514,0.494,0.842,7.0,-4.784,1.0,0.0843,0.00579,0.0,0.122,0.574,162.011,229093.0,4.0,1
515,0.546,0.814,7.0,-5.146,1.0,0.0314,0.023,0.0,0.0972,0.146,104.98,285653.0,4.0,3
516,0.489,0.692,1.0,-6.672,1.0,0.41,0.0322,0.00608,0.315,0.527,96.946,237707.0,4.0,1
517,0.179,0.912,4.0,-3.881,0.0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533.0,3.0,4
518,0.366,0.94,1.0,-5.119,0.0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,255627.0,4.0,2
519,0.888,0.632,1.0,-3.872,1.0,0.219,0.19,0.0,0.101,0.662,91.979,266067.0,4.0,1
520,0.862,0.648,4.0,-7.401,0.0,0.251,0.0455,0.0,0.0332,0.637,98.012,235533.0,4.0,2
521,0.74,0.783,0.0,-5.367,1.0,0.0427,0.0297,0.000308,0.123,0.812,100.011,212893.0,4.0,0
522,0.649,0.647,9.0,-7.695,0.0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733.0,4.0,2
523,0.459,0.427,7.0,-7.734,1.0,0.0267,0.114,0.0,0.168,0.354,139.902,195493.0,3.0,4
524,0.553,0.657,1.0,-8.219,1.0,0.0405,0.335,0.000648,0.228,0.555,107.889,192707.0,4.0,3
525,0.587,0.767,0.0,-5.713,1.0,0.0449,0.225,0.0,0.112,0.664,100.38,201707.0,4.0,0
526,0.76,0.891,11.0,-5.852,0.0,0.0372,0.0229,0.0869,0.298,0.966,120.264,245000.0,4.0,2
527,0.944,0.511,5.0,-10.96,0.0,0.161,0.042,0.00107,0.0379,0.842,113.046,203787.0,4.0,2
528,0.925,0.659,3.0,-4.763,1.0,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227.0,4.0,1
529,0.846,0.482,1.0,-6.721,0.0,0.129,0.0246,0.0,0.393,0.212,100.969,229867.0,4.0,2
530,0.662,0.741,0.0,-5.406,1.0,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960.0,4.0,0
531,0.891,0.439,7.0,-7.994,0.0,0.428,0.0351,0.0,0.0932,0.622,77.499,224253.0,4.0,1
532,0.514,0.898,11.0,-6.765,0.0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,287907.0,4.0,2
533,0.688,0.835,8.0,-4.162,1.0,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,230493.0,4.0,0
534,0.868,0.347,5.0,-9.529,1.0,0.0536,0.308,2e-05,0.11,0.659,110.059,207680.0,4.0,3
535,0.693,0.823,5.0,-3.761,1.0,0.0726,0.0932,0.0,0.328,0.741,87.904,196093.0,4.0,0
536,0.68,0.87,5.0,-4.461,1.0,0.0393,0.266,0.0,0.109,0.646,119.075,227840.0,4.0,0
537,0.66,0.666,9.0,-4.342,1.0,0.0472,0.0759,0.0,0.0268,0.933,89.975,214227.0,4.0,0
538,0.926,0.916,10.0,-2.221,0.0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853.0,4.0,2
539,0.728,0.327,0.0,-11.596,0.0,0.0999,0.0948,0.0,0.103,0.195,100.0,231040.0,4.0,2
540,0.515,0.876,8.0,-3.756,1.0,0.0292,0.000932,0.000166,0.136,0.385,145.916,258920.0,4.0,3
541,0.799,0.491,1.0,-17.105,1.0,0.0891,0.016,0.843,0.094,0.57,117.285,180867.0,4.0,4
542,0.312,0.917,4.0,-4.509,1.0,0.0929,0.187,0.178,0.334,0.121,147.02,386533.0,4.0,3
543,0.583,0.584,5.0,-5.362,0.0,0.0314,0.254,0.0,0.123,0.136,140.039,219493.0,4.0,2
544,0.52,0.768,8.0,-3.489,0.0,0.359,0.0193,0.00034,0.104,0.398,79.178,296880.0,4.0,2
545,0.794,0.614,5.0,-5.352,0.0,0.0467,0.0964,0.0,0.0788,0.663,80.569,238053.0,4.0,2
546,0.714,0.6,6.0,-8.365,1.0,0.0876,0.0465,0.0,0.0646,0.504,82.017,205840.0,4.0,3
547,0.675,0.501,10.0,-6.183,1.0,0.22,0.0541,0.0,0.429,0.532,139.861,260600.0,4.0,1
548,0.801,0.682,1.0,-5.919,0.0,0.225,0.111,1.56e-05,0.109,0.586,123.95,326960.0,4.0,2
549,0.904,0.813,4.0,-7.105,0.0,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864.0,4.0,2
550,0.8,0.496,7.0,-7.135,1.0,0.0506,0.000298,0.0,0.0697,0.357,128.29,256347.0,4.0,3
551,0.568,0.732,11.0,-4.896,0.0,0.103,0.179,4.92e-06,0.401,0.626,186.048,258667.0,4.0,2
552,0.856,0.754,7.0,-2.728,0.0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,236213.0,4.0,2
553,0.682,0.483,10.0,-7.718,1.0,0.0451,0.00103,0.0,0.159,0.108,84.012,280013.0,4.0,3
554,0.517,0.206,5.0,-12.233,1.0,0.0421,0.924,0.0,0.118,0.489,80.401,189187.0,4.0,4
555,0.7,0.538,1.0,-5.952,1.0,0.045,0.000204,0.0,0.105,0.189,136.518,237733.0,4.0,3
556,0.465,0.954,10.0,-4.251,1.0,0.044,0.000346,5.38e-06,0.573,0.458,143.85,193653.0,4.0,1
557,0.437,0.589,4.0,-4.834,1.0,0.0331,0.231,0.0,0.0768,0.165,133.631,239587.0,4.0,3
558,0.934,0.706,7.0,-5.317,1.0,0.178,0.0305,0.000121,0.136,0.614,112.962,236480.0,4.0,1
559,0.363,0.12,7.0,-11.662,1.0,0.0358,0.899,2.34e-05,0.162,0.176,71.023,253597.0,4.0,4
560,0.745,0.623,3.0,-9.309,1.0,0.332,0.697,0.96,0.0912,0.897,157.998,70767.0,4.0,4
561,0.817,0.806,6.0,-4.606,1.0,0.0623,0.027,9e-06,0.119,0.805,110.086,224640.0,4.0,0
562,0.745,0.714,7.0,-3.681,1.0,0.0751,0.0141,0.0222,0.363,0.365,104.003,393813.0,4.0,3
563,0.662,0.741,0.0,-5.406,1.0,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960.0,4.0,0
564,0.815,0.662,6.0,-8.244,1.0,0.199,0.0915,0.000409,0.0898,0.611,151.518,248493.0,4.0,1
565,0.95,0.803,1.0,-4.195,1.0,0.151,0.145,0.0,0.0748,0.86,117.0,213066.0,4.0,0
566,0.529,0.651,5.0,-7.061,0.0,0.282,0.281,0.0,0.339,0.592,127.03,337640.0,4.0,2
567,0.384,0.921,11.0,-3.334,1.0,0.055,0.0948,0.0,0.168,0.471,89.922,208186.0,4.0,0
568,0.655,0.54,9.0,-6.482,1.0,0.0516,0.268,0.0,0.068,0.43,79.983,207507.0,4.0,3
569,0.644,0.517,7.0,-10.02,1.0,0.0803,0.0065,1.37e-06,0.158,0.464,169.799,253933.0,4.0,3
570,0.23,0.357,10.0,-6.596,1.0,0.0315,0.63,0.0,0.0886,0.174,114.229,241067.0,4.0,4
571,0.608,0.37,7.0,-9.207,1.0,0.0306,0.844,1.87e-05,0.112,0.349,127.631,225907.0,4.0,4
572,0.548,0.889,9.0,-4.682,1.0,0.0382,0.00165,0.00109,0.197,0.425,90.048,198973.0,4.0,0
573,0.672,0.814,7.0,-3.768,1.0,0.27,0.258,0.0,0.164,0.379,97.043,233400.0,4.0,1
574,0.598,0.4,6.0,-10.054,1.0,0.0241,0.459,0.0,0.151,0.369,96.938,203546.0,4.0,4
575,0.571,0.89,9.0,-1.6,1.0,0.0395,0.00509,0.0,0.0769,0.751,110.958,234147.0,4.0,0
576,0.656,0.684,11.0,-5.782,0.0,0.0467,0.101,0.00241,0.174,0.421,128.534,249093.0,4.0,2
577,0.555,0.639,1.0,-5.16,1.0,0.263,0.0594,0.0,0.118,0.184,171.609,270747.0,4.0,1
578,0.838,0.594,4.0,-5.695,0.0,0.113,0.176,0.0,0.0867,0.507,90.038,240040.0,4.0,2
579,0.569,0.26,0.0,-14.688,1.0,0.0304,0.585,0.00744,0.125,0.35,82.074,194560.0,4.0,4
580,0.666,0.922,2.0,-4.458,0.0,0.0429,0.0381,0.000191,0.0633,0.828,118.014,276604.0,4.0,2
581,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009,271333.0,4.0,2
582,0.644,0.777,6.0,-6.165,0.0,0.0284,0.0252,0.0,0.0554,0.966,126.257,152520.0,4.0,2
583,0.551,0.896,9.0,-3.152,0.0,0.109,0.033,0.0,0.0899,0.858,171.79,226640.0,4.0,2
584,0.699,0.543,10.0,-6.859,0.0,0.0383,0.0457,0.0,0.1,0.431,143.635,233867.0,4.0,2
585,0.636,0.558,7.0,-7.076,1.0,0.0245,0.462,0.0,0.062,0.572,100.113,243987.0,4.0,3
586,0.933,0.513,7.0,-13.203,1.0,0.347,0.00112,0.00248,0.107,0.595,102.017,179160.0,4.0,1
587,0.542,0.559,1.0,-5.313,1.0,0.0258,0.197,0.0,0.0989,0.295,129.898,186867.0,4.0,3
588,0.741,0.759,0.0,-5.096,0.0,0.12,0.0218,0.0,0.628,0.362,97.084,225533.0,4.0,2
589,0.756,0.77,1.0,-3.502,1.0,0.0343,0.191,0.0,0.178,0.73,119.961,246467.0,4.0,0
590,0.77,0.587,8.0,-5.99,0.0,0.265,0.0268,0.0,0.0621,0.574,92.009,247973.0,4.0,2
591,0.901,0.392,9.0,-4.414,0.0,0.105,0.0525,0.0,0.102,0.761,100.014,219187.0,4.0,2
592,0.53,0.597,2.0,-5.652,1.0,0.0247,0.00275,0.473,0.105,0.346,96.0,305080.0,4.0,4
593,0.875,0.69,10.0,-5.905,0.0,0.13,0.0362,3.81e-06,0.729,0.668,104.844,238493.0,4.0,2
594,0.689,0.929,5.0,-2.76,0.0,0.0608,0.00933,0.0,0.548,0.609,130.899,239773.0,4.0,2
595,0.646,0.796,2.0,-6.152,1.0,0.366,0.409,0.0,0.107,0.676,83.093,265480.0,4.0,1
596,0.642,0.851,6.0,-3.638,1.0,0.0431,0.0248,0.0146,0.084,0.777,127.988,200053.0,4.0,0
597,0.8,0.633,8.0,-4.875,0.0,0.0514,0.0901,0.0,0.0315,0.836,95.953,203360.0,4.0,2
598,0.9,0.515,1.0,-6.626,1.0,0.372,0.00341,0.0,0.111,0.659,84.995,283455.0,4.0,1
599,0.53,0.768,7.0,-5.611,1.0,0.0284,0.00385,0.0,0.103,0.374,148.095,260333.0,4.0,3
600,0.778,0.824,10.0,-5.892,0.0,0.0707,0.284,0.0,0.405,0.758,100.024,218093.0,4.0,2
601,0.951,0.6,0.0,-4.675,0.0,0.0685,0.106,0.0,0.0712,0.822,125.04,218573.0,4.0,2
602,0.808,0.97,10.0,-6.098,0.0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,242293.0,4.0,2
603,0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733.0,4.0,2
604,0.576,0.697,10.0,-4.192,1.0,0.326,0.0286,1.15e-06,0.167,0.501,175.906,227667.0,4.0,1
605,0.56,0.595,9.0,-4.53,1.0,0.0274,0.199,6.47e-05,0.132,0.144,104.011,267960.0,4.0,3
606,0.835,0.741,8.0,-1.609,1.0,0.0339,0.0172,0.0577,0.0826,0.612,111.963,182066.0,4.0,0
607,0.688,0.519,5.0,-4.285,1.0,0.0283,0.064,0.0,0.1,0.318,116.714,255333.0,4.0,3
608,0.64,0.743,10.0,-4.08,1.0,0.0379,0.269,0.0,0.101,0.361,122.035,262533.0,4.0,0
609,0.721,0.3,8.0,-15.594,1.0,0.0396,0.81,0.869,0.111,0.433,82.843,236894.0,4.0,4
610,0.452,0.574,6.0,-8.336,1.0,0.31,0.246,0.0,0.189,0.58,92.791,207187.0,4.0,1
611,0.653,0.852,8.0,-5.068,1.0,0.0352,0.202,0.0339,0.126,0.527,122.898,220347.0,4.0,0
612,0.697,0.717,5.0,-7.348,1.0,0.0364,0.238,0.00446,0.0812,0.24,117.028,186258.0,4.0,3
613,0.668,0.921,7.0,-3.727,1.0,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440.0,4.0,0
614,0.556,0.913,0.0,-2.36,1.0,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160.0,4.0,1
615,0.467,0.988,11.0,-3.313,1.0,0.112,0.000152,0.0484,0.28,0.321,130.433,220427.0,4.0,1
616,0.622,0.961,11.0,-3.198,0.0,0.154,0.00523,0.0,0.0854,0.449,114.452,180267.0,4.0,2
617,0.803,0.454,8.0,-4.802,0.0,0.0294,0.352,0.0,0.0655,0.739,99.99,192213.0,4.0,2
618,0.688,0.734,9.0,-4.569,1.0,0.0274,0.00462,0.0,0.0756,0.46,140.004,208493.0,4.0,0
619,0.582,0.952,5.0,-3.848,1.0,0.0731,0.00324,0.0,0.223,0.655,103.027,276320.0,4.0,1
620,0.578,0.756,2.0,-5.82,1.0,0.115,0.157,0.000232,0.249,0.663,176.739,201173.0,4.0,1
621,0.963,0.643,1.0,-5.785,0.0,0.117,0.0507,4.94e-05,0.157,0.534,107.005,274440.0,4.0,2
622,0.771,0.68,11.0,-5.881,0.0,0.224,0.277,1.18e-05,0.682,0.808,119.952,276160.0,4.0,2
623,0.798,0.741,9.0,-6.802,1.0,0.0284,0.0432,3e-06,0.252,0.708,104.945,290560.0,4.0,0
624,0.407,0.558,0.0,-13.609,1.0,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947.0,4.0,3
625,0.518,0.797,6.0,-5.153,1.0,0.0309,0.000681,0.0,0.107,0.293,132.918,238173.0,4.0,3
626,0.552,0.846,9.0,-4.912,1.0,0.342,0.0114,0.0,0.309,0.554,98.56,236600.0,1.0,4
627,0.569,0.83,9.0,-4.106,0.0,0.14,0.0807,0.0,0.114,0.609,170.094,186635.0,4.0,2
628,0.536,0.612,4.0,-5.847,1.0,0.272,0.119,0.0,0.209,0.57,86.768,229040.0,4.0,1
629,0.891,0.439,7.0,-7.994,0.0,0.428,0.0351,0.0,0.0932,0.622,77.499,224253.0,4.0,1
630,0.633,0.976,8.0,-5.362,1.0,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,197124.0,4.0,1
631,0.421,0.799,6.0,-5.183,0.0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,221720.0,4.0,2
632,0.588,0.391,0.0,-8.607,0.0,0.0334,0.839,0.0,0.227,0.349,144.069,226973.0,4.0,4
633,0.441,0.815,3.0,-4.088,1.0,0.0276,0.000731,0.0,0.414,0.522,164.007,219320.0,4.0,1
634,0.592,0.729,8.0,-4.156,1.0,0.0448,0.022,0.0,0.0653,0.709,116.03,236267.0,4.0,0
635,0.432,0.261,4.0,-12.591,1.0,0.0512,0.953,0.00342,0.0903,0.273,89.567,258653.0,4.0,4
636,0.693,0.516,8.0,-6.446,1.0,0.0413,0.297,0.000127,0.0604,0.494,94.02,220853.0,4.0,3
637,0.616,0.824,3.0,-4.842,0.0,0.03,0.0135,2.13e-05,0.108,0.623,117.954,262187.0,4.0,2
638,0.893,0.823,5.0,-3.708,0.0,0.122,0.0714,0.0,0.0509,0.902,128.009,245467.0,4.0,2
639,0.787,0.799,8.0,-4.68,0.0,0.0993,0.189,0.0,0.3,0.835,143.052,303053.0,4.0,2
640,0.649,0.931,1.0,-3.15,0.0,0.181,0.0093,0.0,0.751,0.744,153.645,213067.0,4.0,2
641,0.45,0.883,7.0,-4.094,1.0,0.0524,0.00193,0.0,0.293,0.328,93.41,214707.0,4.0,0
642,0.833,0.628,2.0,-7.041,1.0,0.141,0.0949,1.6e-06,0.282,0.645,106.328,286187.0,4.0,1
643,0.835,0.757,8.0,-5.029,0.0,0.23,0.00647,0.0,0.29,0.626,82.038,274387.0,4.0,2
644,0.605,0.704,5.0,-6.564,1.0,0.0476,0.241,0.0,0.137,0.4,80.925,220413.0,4.0,3
645,0.726,0.7,2.0,-5.881,0.0,0.0998,0.0717,0.0,0.262,0.673,146.559,246333.0,4.0,2
646,0.739,0.368,8.0,-10.233,1.0,0.0845,0.00542,0.0,0.171,0.467,144.992,239413.0,4.0,3
647,0.888,0.577,1.0,-7.702,0.0,0.0612,0.0986,0.0,0.131,0.609,84.003,241840.0,4.0,2
648,0.723,0.872,1.0,-3.617,1.0,0.0586,0.192,0.000154,0.0814,0.544,128.038,204798.0,4.0,0
649,0.513,0.606,6.0,-5.757,1.0,0.148,0.0531,0.0,0.112,0.455,116.186,237360.0,5.0,1
650,0.644,0.746,7.0,-4.941,1.0,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,240280.0,4.0,1
651,0.465,0.954,10.0,-4.251,1.0,0.044,0.000346,5.38e-06,0.573,0.458,143.85,193653.0,4.0,1
652,0.769,0.781,0.0,-5.472,1.0,0.0797,0.119,0.000371,0.0506,0.826,95.02,269973.0,4.0,0
653,0.748,0.786,4.0,-7.788,0.0,0.0641,0.328,0.0,0.34,0.917,104.833,172373.0,4.0,2
654,0.57,0.821,2.0,-4.38,1.0,0.267,0.178,0.0,0.289,0.408,210.857,225560.0,4.0,1
655,0.77,0.609,1.0,-5.894,1.0,0.345,0.214,0.0,0.166,0.631,90.952,241307.0,4.0,1
656,0.826,0.67,2.0,-5.559,1.0,0.169,0.00798,0.0,0.495,0.794,74.007,226293.0,4.0,1
657,0.551,0.81,11.0,-4.365,1.0,0.0344,0.0155,0.0,0.169,0.332,73.464,274333.0,4.0,3
658,0.652,0.733,7.0,-8.207,1.0,0.246,0.00672,0.00867,0.0392,0.744,127.533,182267.0,4.0,1
659,0.862,0.742,7.0,-4.722,1.0,0.222,0.00376,0.00855,0.103,0.511,127.91,228907.0,4.0,1
660,0.643,0.871,1.0,-2.734,0.0,0.118,0.491,0.0,0.29,0.452,121.569,185187.0,4.0,2
661,0.547,0.816,8.0,-6.165,0.0,0.0624,0.0688,0.0,0.127,0.722,102.765,203507.0,4.0,2
662,0.446,0.392,8.0,-11.388,0.0,0.283,0.643,0.0,0.111,0.502,179.137,130685.0,4.0,4
663,0.632,0.639,5.0,-5.938,1.0,0.0259,0.00143,0.0,0.221,0.733,95.506,196893.0,4.0,3
664,0.512,0.817,7.0,-3.154,1.0,0.142,0.0505,0.0,0.0775,0.552,154.607,215173.0,4.0,1
665,0.786,0.511,7.0,-6.66,1.0,0.286,0.0825,0.0,0.12,0.587,80.0,234133.0,4.0,1
666,0.655,0.54,9.0,-6.482,1.0,0.0516,0.268,0.0,0.068,0.43,79.983,207507.0,4.0,3
667,0.858,0.484,6.0,-7.448,0.0,0.277,0.0241,1.8e-06,0.123,0.329,99.992,202720.0,4.0,1
668,0.64,0.62,1.0,-5.931,1.0,0.416,0.016,0.0,0.0831,0.609,129.37,252653.0,5.0,1
669,0.964,0.595,1.0,-6.887,0.0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,261880.0,4.0,2
670,0.65,0.783,0.0,-8.061,1.0,0.0342,0.000577,0.815,0.2,0.507,124.008,161629.0,4.0,4
671,0.518,0.916,3.0,-3.858,1.0,0.0454,0.000148,0.0,0.291,0.646,109.864,238880.0,4.0,1
672,0.886,0.62,5.0,-5.854,1.0,0.307,0.082,0.0,0.1,0.6,76.035,229813.0,4.0,1
673,0.489,0.955,11.0,-2.771,0.0,0.0363,3.82e-05,0.000178,0.334,0.816,129.352,186173.0,4.0,2
674,0.551,0.598,1.0,-6.79,1.0,0.27,0.15,0.0,0.299,0.612,78.756,230613.0,4.0,1
675,0.7,0.465,4.0,-6.815,1.0,0.358,0.544,0.0,0.606,0.719,108.102,151640.0,4.0,1
676,0.705,0.796,7.0,-6.845,1.0,0.267,0.0708,0.0,0.388,0.864,166.042,210453.0,4.0,1
677,0.658,0.551,1.0,-6.62,1.0,0.37,0.0043,0.000108,0.197,0.442,138.335,214960.0,5.0,1
678,0.43,0.868,0.0,-4.44,1.0,0.0639,0.000119,0.000389,0.0836,0.164,138.807,189853.0,3.0,4
679,0.684,0.819,1.0,-3.309,0.0,0.238,0.262,0.00197,0.113,0.25,179.999,231867.0,4.0,2
680,0.741,0.869,9.0,-6.534,0.0,0.0816,0.096,0.0,0.0396,0.839,126.069,209667.0,4.0,2
681,0.71,0.917,7.0,-3.385,1.0,0.0287,0.018,0.0,0.335,0.83,108.031,288360.0,4.0,1
682,0.496,0.507,4.0,-6.073,1.0,0.0263,0.539,0.0,0.115,0.203,79.808,222160.0,4.0,4
683,0.431,0.81,7.0,-5.379,1.0,0.066,0.276,0.0,0.0906,0.795,76.412,169307.0,4.0,0
684,0.454,0.636,0.0,-4.731,1.0,0.0273,0.00228,0.0,0.154,0.313,87.89,244827.0,4.0,3
685,0.792,0.592,4.0,-6.89,0.0,0.247,0.0247,8.56e-05,0.0896,0.76,157.124,210933.0,4.0,2
686,0.525,0.578,9.0,-4.563,1.0,0.12,0.0132,0.00916,0.108,0.537,123.696,215267.0,4.0,0
687,0.261,0.562,8.0,-3.667,1.0,0.0301,0.423,7.54e-06,0.131,0.167,70.543,257293.0,4.0,4
688,0.865,0.664,2.0,-6.822,1.0,0.108,0.00689,0.0,0.142,0.565,162.831,287000.0,4.0,3
689,0.28,0.2,9.0,-9.66,1.0,0.0294,0.79,0.0,0.081,0.178,129.61,218933.0,3.0,4
690,0.819,0.485,6.0,-6.45,0.0,0.0756,0.0176,0.0,0.658,0.386,96.998,276787.0,4.0,2
691,0.559,0.671,7.0,-7.109,1.0,0.1,0.21,0.0,0.0869,0.577,79.493,212933.0,4.0,3
692,0.462,0.783,7.0,-7.814,1.0,0.0309,0.0333,0.0,0.348,0.68,175.964,247253.0,4.0,1
693,0.877,0.637,1.0,-3.493,0.0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,272080.0,4.0,2
694,0.906,0.624,4.0,-5.556,1.0,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,274947.0,4.0,1
695,0.421,0.728,7.0,-5.644,1.0,0.035,0.136,0.0,0.136,0.311,150.12,244667.0,4.0,3
696,0.56,0.595,9.0,-4.53,1.0,0.0274,0.199,6.47e-05,0.132,0.144,104.011,267960.0,4.0,3
697,0.44,0.567,2.0,-4.94,1.0,0.03,0.299,5.07e-06,0.286,0.194,90.492,252951.0,4.0,3
698,0.791,0.759,10.0,-7.378,0.0,0.129,0.0314,0.674,0.255,0.619,102.382,289693.0,4.0,4
699,0.309,0.783,10.0,-4.154,1.0,0.0405,0.142,1.11e-06,0.118,0.372,175.788,202067.0,4.0,1
700,0.638,0.656,5.0,-5.886,1.0,0.0357,0.188,0.0,0.146,0.225,104.036,262467.0,4.0,3
701,0.438,0.318,6.0,-9.101,1.0,0.0498,0.813,0.0,0.111,0.22,133.846,237495.0,4.0,4
702,0.939,0.742,5.0,-5.171,0.0,0.0467,0.321,0.0,0.107,0.924,118.978,212360.0,4.0,2
703,0.707,0.642,7.0,-4.271,1.0,0.0337,0.204,0.0,0.0925,0.249,113.083,268120.0,4.0,3
704,0.699,0.83,1.0,-4.898,1.0,0.0633,0.00243,0.00024,0.0995,0.889,105.809,219413.0,4.0,0
705,0.656,0.291,2.0,-10.572,1.0,0.0293,0.872,0.0,0.114,0.298,103.971,232533.0,4.0,4
706,0.687,0.723,7.0,-4.751,1.0,0.0709,0.122,0.00102,0.573,0.432,76.0,448573.0,4.0,3
707,0.756,0.77,1.0,-3.502,1.0,0.0343,0.191,0.0,0.178,0.73,119.961,246467.0,4.0,0
708,0.617,0.708,1.0,-7.873,1.0,0.15,0.00651,0.0,0.404,0.462,103.96,312027.0,4.0,1
709,0.731,0.807,3.0,-6.492,0.0,0.1,0.181,0.751,0.319,0.765,114.759,179120.0,4.0,4
710,0.56,0.595,9.0,-4.53,1.0,0.0274,0.199,6.47e-05,0.132,0.144,104.011,267960.0,4.0,3
711,0.623,0.93,5.0,-5.285,1.0,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,205613.0,4.0,0
712,0.872,0.872,1.0,-6.328,1.0,0.139,0.0476,0.00112,0.0543,0.809,116.948,223080.0,4.0,0
713,0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240.0,4.0,0
714,0.519,0.749,6.0,-3.318,0.0,0.0405,0.271,0.0,0.119,0.29,147.905,199947.0,4.0,2
715,0.64,0.743,10.0,-4.08,1.0,0.0379,0.269,0.0,0.101,0.361,122.035,262533.0,4.0,0
716,0.403,0.422,7.0,-13.964,0.0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,241293.0,4.0,2
717,0.869,0.473,6.0,-7.788,1.0,0.0439,0.522,0.0,0.126,0.647,139.97,191453.0,4.0,3
718,0.433,0.959,9.0,-4.04,1.0,0.0431,0.000917,0.0,0.028,0.365,172.984,269373.0,4.0,1
719,0.459,0.891,10.0,-5.057,0.0,0.0623,0.00511,0.0,0.106,0.588,154.837,203507.0,4.0,2
720,0.427,0.9,11.0,-3.674,1.0,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667.0,4.0,0
721,0.529,0.967,1.0,-3.647,0.0,0.0508,0.114,0.0,0.61,0.596,140.127,166373.0,4.0,2
722,0.975,0.711,8.0,-3.904,1.0,0.0632,0.168,0.000552,0.0799,0.815,110.621,234027.0,4.0,0
723,0.545,0.932,7.0,-2.189,0.0,0.0399,0.000665,0.0,0.127,0.464,92.956,192000.0,4.0,2
724,0.459,0.895,2.0,-3.126,1.0,0.0805,0.00725,0.0,0.206,0.572,181.04,182827.0,4.0,1
725,0.693,0.549,1.0,-8.141,1.0,0.119,0.0109,0.0,0.0677,0.605,80.028,227960.0,4.0,3
726,0.517,0.906,1.0,-3.677,1.0,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520.0,4.0,1
727,0.736,0.74,0.0,-2.18,1.0,0.0786,0.515,0.0,0.0468,0.803,140.141,221933.0,4.0,0
728,0.627,0.954,2.0,-4.804,1.0,0.0425,0.0015,0.000814,0.292,0.312,128.016,223112.0,4.0,1
729,0.56,0.959,7.0,-2.433,1.0,0.102,0.000722,0.000221,0.209,0.669,163.983,216600.0,4.0,1
730,0.611,0.95,8.0,-3.509,1.0,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,193893.0,4.0,0
731,0.644,0.939,11.0,-3.486,0.0,0.0456,0.157,0.0,0.233,0.861,106.031,208107.0,4.0,2
732,0.81,0.538,0.0,-5.784,0.0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840.0,4.0,2
733,0.771,0.68,11.0,-5.881,0.0,0.224,0.277,1.18e-05,0.682,0.808,119.952,276160.0,4.0,2
734,0.798,0.443,2.0,-6.062,1.0,0.0403,0.244,0.0,0.326,0.354,125.232,293053.0,4.0,3
735,0.764,0.751,8.0,-3.74,1.0,0.0703,0.00554,0.000237,0.164,0.418,91.977,199853.0,4.0,0
736,0.407,0.558,0.0,-13.609,1.0,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947.0,4.0,3
737,0.832,0.391,8.0,-8.504,1.0,0.0628,0.0564,0.0,0.224,0.436,104.961,238800.0,4.0,3
738,0.412,0.876,5.0,-6.008,0.0,0.47,0.102,0.0,0.297,0.703,130.159,273133.0,5.0,1
739,0.729,0.658,10.0,-3.386,0.0,0.225,0.0506,0.0,0.0693,0.551,140.043,250667.0,3.0,4
740,0.81,0.755,0.0,-6.408,1.0,0.199,0.291,0.0,0.0857,0.625,130.991,246573.0,4.0,1
741,0.435,0.887,9.0,-4.07,1.0,0.0636,0.000747,0.0,0.0327,0.408,199.935,212040.0,4.0,1
742,0.866,0.454,0.0,-9.383,1.0,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,247067.0,4.0,3
