,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
1108,0.858,0.678,1.0,-3.87,0.0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453.0,4.0,2
1109,0.603,0.67,2.0,-3.882,0.0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974.0,4.0,2
1110,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,285120.0,3.0,4
1111,0.723,0.86,11.0,-4.357,1.0,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013.0,4.0,1
1112,0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986,215227.0,4.0,0
1113,0.549,0.93,3.0,-5.758,1.0,0.0438,0.00996,0.0,0.0891,0.449,112.97,220293.0,4.0,0
1114,0.7,0.709,7.0,-5.006,1.0,0.0838,0.0048,0.0,0.029,0.624,122.019,202960.0,4.0,0
1115,0.636,0.548,6.0,-7.178,0.0,0.089,0.37,0.000525,0.0918,0.422,152.05,236000.0,4.0,4
1116,0.722,0.851,7.0,-3.873,0.0,0.0639,0.0319,0.0,0.108,0.452,126.885,197936.0,4.0,2
1117,0.296,0.0792,10.0,-16.569,0.0,0.0389,0.902,0.591,0.128,0.496,110.95,62253.0,3.0,4
1118,0.659,0.628,0.0,-8.685,0.0,0.179,0.186,0.0,0.105,0.262,94.05,219427.0,4.0,2
1119,0.76,0.595,1.0,-6.366,1.0,0.0391,0.00544,0.0,0.241,0.361,131.497,263773.0,4.0,3
1120,0.75,0.786,6.0,-1.636,1.0,0.069,0.197,0.247,0.0658,0.764,127.907,243750.0,4.0,0
1121,0.595,0.912,10.0,-3.428,0.0,0.0884,0.0434,0.0,0.259,0.762,128.024,234453.0,4.0,2
1122,0.682,0.927,4.0,-2.915,1.0,0.0479,0.0843,0.0,0.149,0.744,101.019,195613.0,4.0,0
1123,0.621,0.82,10.0,-4.865,1.0,0.0367,0.332,0.0,0.104,0.452,144.905,230192.0,4.0,0
1124,0.684,0.834,2.0,-4.524,0.0,0.0675,0.0646,0.0,0.271,0.538,164.02,217667.0,4.0,2
1125,0.509,0.637,4.0,-4.83,0.0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000.0,3.0,4
1126,0.689,0.592,5.0,-6.758,1.0,0.0235,0.101,0.00867,0.11,0.919,98.997,175027.0,4.0,0
1127,0.696,0.776,2.0,-4.641,1.0,0.0409,0.186,0.0,0.25,0.701,127.07,232720.0,4.0,0
1128,0.652,0.812,3.0,-3.797,0.0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,230733.0,4.0,2
1129,0.794,0.711,8.0,-5.124,0.0,0.0699,0.3,0.0,0.0955,0.955,174.915,189109.0,4.0,2
1130,0.642,0.289,9.0,-9.918,1.0,0.0367,0.669,0.0,0.18,0.407,84.996,258373.0,4.0,4
1131,0.7,0.598,2.0,-7.783,1.0,0.114,0.0369,0.0,0.111,0.594,160.041,228453.0,4.0,3
1132,0.578,0.926,6.0,-3.689,0.0,0.0548,0.00472,0.0127,0.14,0.877,149.976,220707.0,4.0,2
1133,0.716,0.936,1.0,-4.968,0.0,0.123,0.0318,0.0,0.367,0.799,81.508,164523.0,4.0,2
1134,0.634,0.69,6.0,-7.804,1.0,0.052,0.0771,0.0,0.132,0.645,94.988,253307.0,4.0,3
1135,0.592,0.637,11.0,-8.48,1.0,0.0992,0.562,0.0,0.13,0.565,159.701,185093.0,4.0,3
1136,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,246587.0,4.0,4
1137,0.526,0.712,11.0,-6.525,0.0,0.0356,0.0161,0.0,0.179,0.32,105.009,241440.0,4.0,2
1138,0.364,0.752,2.0,-5.429,1.0,0.304,0.0007,0.0,0.318,0.606,79.119,248587.0,4.0,1
1139,0.379,0.29,4.0,-8.485,1.0,0.051,0.952,0.00106,0.118,0.169,166.467,201080.0,4.0,4
1140,0.767,0.677,11.0,-6.128,0.0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,222587.0,4.0,2
1141,0.689,0.784,2.0,-2.972,1.0,0.074,0.182,0.0,0.0843,0.561,99.954,263173.0,4.0,0
1142,0.736,0.817,8.0,-4.9,1.0,0.0407,0.00987,0.00167,0.117,0.653,119.95,204760.0,4.0,0
1143,0.425,0.732,9.0,-6.883,1.0,0.0396,0.00194,0.0103,0.171,0.333,117.98,240796.0,4.0,3
1144,0.686,0.783,4.0,-4.977,1.0,0.119,0.0764,0.0,0.163,0.814,99.978,200467.0,4.0,0
1145,0.591,0.889,7.0,-3.839,1.0,0.115,0.0189,0.0,0.155,0.65,143.067,239613.0,4.0,1
1146,0.551,0.893,7.0,-2.628,1.0,0.0543,0.00166,0.0,0.348,0.794,125.083,219987.0,4.0,1
1147,0.413,0.807,11.0,-3.499,0.0,0.318,0.0536,0.0,0.631,0.438,149.33,296147.0,4.0,2
1148,0.594,0.946,3.0,-4.521,1.0,0.452,0.0869,0.0,0.306,0.397,155.826,283733.0,4.0,1
1149,0.577,0.306,9.0,-11.559,1.0,0.0427,0.383,0.0,0.18,0.568,125.166,177400.0,4.0,4
1150,0.668,0.718,1.0,-4.736,0.0,0.0605,0.0165,0.0,0.104,0.345,91.993,192200.0,4.0,2
1151,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.494,123.907,260253.0,4.0,1
1152,0.753,0.729,11.0,-3.862,0.0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,219973.0,4.0,2
1153,0.546,0.649,6.0,-4.056,1.0,0.0324,0.143,1.55e-05,0.0894,0.298,99.05,253747.0,4.0,3
1154,0.392,0.839,7.0,-1.921,1.0,0.193,0.158,0.0,0.3,0.232,168.001,238693.0,4.0,1
1155,0.507,0.665,0.0,-7.598,1.0,0.0474,0.0144,0.0,0.0759,0.4,126.879,213338.0,4.0,3
1156,0.606,0.497,4.0,-6.611,1.0,0.0277,0.348,0.0,0.275,0.362,130.739,222773.0,4.0,3
1157,0.696,0.546,5.0,-6.55,1.0,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,210267.0,4.0,0
1158,0.664,0.845,4.0,-6.115,0.0,0.0461,0.181,0.0,0.267,0.357,96.005,211253.0,4.0,2
1159,0.446,0.9,10.0,-3.541,0.0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,190787.0,4.0,2
1160,0.602,0.863,5.0,-5.423,0.0,0.0773,0.0178,0.0,0.389,0.732,150.183,206373.0,4.0,2
1161,0.644,0.661,11.0,-6.093,1.0,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,240307.0,4.0,3
1162,0.615,0.871,1.0,-3.804,1.0,0.281,0.0388,0.0,0.246,0.338,119.149,249560.0,5.0,1
1163,0.664,0.872,3.0,-3.117,1.0,0.0396,0.0306,0.0,0.228,0.555,129.873,210093.0,4.0,1
1164,0.683,0.734,4.0,-4.523,0.0,0.029,0.00112,0.0139,0.258,0.576,106.254,282400.0,4.0,2
1165,0.786,0.696,9.0,-5.796,0.0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,280070.0,4.0,2
1166,0.693,0.705,8.0,-5.747,1.0,0.0665,0.0228,0.0,0.202,0.45,131.951,237947.0,4.0,0
1167,0.565,0.646,7.0,-4.749,1.0,0.0335,0.0412,0.0,0.362,0.481,91.973,213413.0,4.0,0
1168,0.608,0.614,2.0,-3.727,1.0,0.0285,0.227,3.82e-06,0.157,0.402,127.885,208133.0,4.0,3
1169,0.707,0.861,7.0,-4.225,1.0,0.316,0.1,0.0,0.191,0.795,130.021,199480.0,4.0,1
1170,0.583,0.768,9.0,-6.477,1.0,0.041,0.000323,0.0162,0.109,0.357,127.952,320547.0,4.0,3
1171,0.666,0.87,11.0,-5.004,0.0,0.246,0.203,0.0,0.0851,0.9,160.014,243920.0,4.0,2
1172,0.481,0.849,4.0,-5.131,1.0,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,210720.0,4.0,1
1173,0.744,0.672,9.0,-5.589,0.0,0.0418,0.187,0.000123,0.105,0.266,140.889,230560.0,4.0,2
1174,0.527,0.804,10.0,-4.168,1.0,0.0358,0.0104,0.0,0.105,0.221,107.486,277720.0,4.0,3
1175,0.638,0.831,5.0,-3.944,1.0,0.182,0.0281,3.06e-06,0.277,0.685,175.038,223053.0,4.0,1
1176,0.593,0.639,1.0,-5.826,1.0,0.0307,0.446,0.0,0.0998,0.332,142.881,218840.0,4.0,3
1177,0.537,0.611,0.0,-6.427,1.0,0.0304,0.229,0.0,0.146,0.161,105.955,229303.0,4.0,3
1178,0.671,0.808,2.0,-4.861,0.0,0.0652,0.02,0.0,0.134,0.637,121.956,206080.0,4.0,2
1179,0.578,0.857,4.0,-3.78,0.0,0.041,0.00548,0.00162,0.0948,0.188,126.979,195467.0,4.0,2
1180,0.523,0.805,3.0,-5.473,1.0,0.192,0.0524,0.0,0.0914,0.602,125.358,227773.0,5.0,1
1181,0.779,0.963,2.0,-2.125,0.0,0.0399,0.0334,0.493,0.664,0.759,127.941,222187.0,4.0,3
1182,0.45,0.846,9.0,-4.712,0.0,0.0472,0.00523,0.0,0.228,0.402,140.042,233667.0,4.0,2
1183,0.72,0.925,4.0,-4.165,0.0,0.0511,0.0276,0.000238,0.14,0.781,127.004,195105.0,4.0,2
1184,0.843,0.881,9.0,-3.951,1.0,0.0581,0.14,0.0,0.0765,0.876,110.621,202267.0,4.0,0
1185,0.54,0.856,0.0,-3.966,0.0,0.1,0.109,0.0,0.276,0.258,153.071,274600.0,4.0,2
1186,0.597,0.115,9.0,-9.217,1.0,0.0334,0.82,0.000215,0.111,0.128,111.202,197577.0,4.0,4
1187,0.753,0.88,4.0,-4.689,0.0,0.0806,0.087,0.0,0.24,0.794,115.057,186851.0,4.0,2
1188,0.592,0.263,4.0,-14.029,0.0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,238520.0,4.0,4
1189,0.675,0.601,11.0,-4.733,0.0,0.116,0.00372,0.0,0.0458,0.931,127.938,201040.0,4.0,2
1190,0.603,0.745,4.0,-5.79,1.0,0.0368,0.207,0.0,0.348,0.606,81.981,228000.0,4.0,1
1191,0.621,0.834,10.0,-10.068,0.0,0.0557,0.000779,0.456,0.0611,0.937,143.973,218827.0,4.0,4
1192,0.415,0.934,6.0,-2.914,0.0,0.24,0.078,0.0,0.145,0.52,190.151,237293.0,4.0,2
1193,0.663,0.844,2.0,-3.672,1.0,0.0487,0.0506,0.0,0.364,0.378,140.041,195240.0,4.0,1
1194,0.687,0.939,10.0,-4.372,0.0,0.146,0.0887,0.0,0.283,0.539,104.029,224333.0,4.0,2
1195,0.528,0.9,8.0,-4.301,0.0,0.0759,0.0349,0.0,0.144,0.558,127.986,188133.0,4.0,2
1196,0.871,0.742,11.0,-3.42,0.0,0.0554,0.000351,0.0325,0.0364,0.682,128.047,340000.0,4.0,2
1197,0.394,0.932,6.0,-1.089,0.0,0.0475,0.0175,0.0102,0.354,0.475,140.041,206960.0,4.0,2
1198,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0,0
1199,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400.0,4.0,3
1200,0.445,0.296,5.0,-7.091,1.0,0.0419,0.815,0.0,0.0562,0.289,169.331,272547.0,4.0,4
1201,0.564,0.71,11.0,-4.92,0.0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147.0,4.0,2
1202,0.726,0.787,4.0,-2.494,1.0,0.0737,0.009,0.0,0.0596,0.888,124.99,199987.0,4.0,0
1203,0.449,0.585,5.0,-6.761,1.0,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719.0,4.0,3
1204,0.612,0.84,11.0,-3.145,0.0,0.0509,0.112,0.0,0.116,0.438,129.042,212862.0,4.0,2
1205,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,206413.0,4.0,0
1206,0.346,0.552,0.0,-6.864,0.0,0.0282,0.417,0.0,0.114,0.0789,75.881,286480.0,4.0,2
1207,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,285120.0,3.0,4
1208,0.584,0.889,1.0,-5.941,0.0,0.0343,0.0462,0.828,0.309,0.464,126.04,199907.0,4.0,4
1209,0.471,0.924,8.0,-3.906,1.0,0.0586,0.00301,0.0,0.313,0.725,154.961,177280.0,4.0,1
1210,0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,219760.0,4.0,0
1211,0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986,215227.0,4.0,0
1212,0.765,0.837,1.0,-3.113,0.0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973.0,4.0,2
1213,0.608,0.86,5.0,-5.324,0.0,0.0554,0.0991,0.0,0.262,0.437,127.075,232947.0,4.0,2
1214,0.674,0.628,2.0,-7.079,1.0,0.03,0.00144,0.0,0.0944,0.552,103.998,247907.0,4.0,3
1215,0.711,0.7,1.0,-4.805,0.0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920.0,4.0,2
1216,0.482,0.706,9.0,-5.762,1.0,0.0607,0.135,0.00106,0.105,0.144,92.513,224920.0,4.0,3
1217,0.56,0.872,3.0,-4.269,1.0,0.14,0.0239,6.98e-06,0.371,0.682,126.05,205933.0,4.0,1
1218,0.376,0.695,0.0,-4.782,0.0,0.0933,0.135,0.0,0.11,0.302,169.533,209440.0,4.0,2
1219,0.685,0.466,0.0,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133.0,4.0,4
1220,0.553,0.652,0.0,-6.685,1.0,0.206,0.0897,0.0,0.111,0.551,94.505,207347.0,4.0,1
1221,0.629,0.515,0.0,-10.358,0.0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,277387.0,4.0,2
1222,0.67,0.855,0.0,-3.035,0.0,0.0499,0.0124,0.0,0.335,0.648,120.05,227280.0,4.0,2
1223,0.706,0.89,1.0,-4.444,0.0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133.0,4.0,2
1224,0.567,0.686,7.0,-6.139,1.0,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,193147.0,4.0,1
1225,0.789,0.858,1.0,-5.542,1.0,0.311,0.127,0.0,0.349,0.775,140.022,219333.0,4.0,1
1226,0.646,0.642,0.0,-6.19,1.0,0.0412,0.00028,0.0225,0.0341,0.376,128.992,273493.0,4.0,3
1227,0.766,0.442,1.0,-8.558,1.0,0.356,0.000107,6.12e-05,0.111,0.39,201.8,181573.0,4.0,1
1228,0.747,0.716,11.0,-2.457,0.0,0.075,0.135,0.0,0.251,0.751,125.008,210627.0,4.0,2
1229,0.585,0.972,9.0,-4.45,0.0,0.0534,0.0143,0.0,0.0707,0.585,110.006,230253.0,4.0,2
1230,0.762,0.863,0.0,-3.689,0.0,0.0561,0.015,0.0,0.125,0.965,106.012,185587.0,4.0,2
1231,0.667,0.922,5.0,-4.645,1.0,0.0353,0.000354,0.0,0.0867,0.761,130.01,216160.0,4.0,0
1232,0.727,0.937,11.0,-2.871,0.0,0.286,0.00417,0.0,0.091,0.749,132.067,219493.0,4.0,2
1233,0.709,0.22,7.0,-11.856,1.0,0.0327,0.811,0.0,0.175,0.53,110.076,219040.0,4.0,4
1234,0.664,0.642,6.0,-5.961,1.0,0.038,0.129,0.0,0.114,0.501,118.002,209693.0,4.0,3
1235,0.66,0.689,4.0,-2.671,0.0,0.0337,0.0884,0.0,0.0922,0.427,127.98,221075.0,4.0,2
1236,0.615,0.658,5.0,-7.299,1.0,0.0343,0.096,0.000911,0.205,0.293,150.093,227080.0,4.0,3
1237,0.719,0.847,0.0,-6.34,0.0,0.0916,0.00201,0.0204,0.221,0.444,127.963,242680.0,4.0,2
1238,0.663,0.857,2.0,-2.16,1.0,0.0544,0.0542,0.0,0.144,0.931,126.039,200213.0,4.0,0
1239,0.563,0.496,6.0,-9.381,0.0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,329320.0,4.0,2
1240,0.691,0.795,1.0,-4.021,0.0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333.0,4.0,2
1241,0.483,0.303,4.0,-10.058,1.0,0.0429,0.694,0.0,0.115,0.139,133.406,240166.0,3.0,4
1242,0.739,0.756,4.0,-4.828,1.0,0.0394,0.0136,0.0,0.37,0.523,110.028,231387.0,4.0,1
1243,0.729,0.735,1.0,-5.455,1.0,0.0919,0.0178,0.000193,0.089,0.544,121.986,255867.0,4.0,0
1244,0.606,0.826,0.0,-6.04,1.0,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,210173.0,4.0,0
1245,0.711,0.906,8.0,-2.671,1.0,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,157153.0,4.0,0
1246,0.651,0.695,6.0,-3.218,1.0,0.0487,0.23,0.0,0.144,0.569,123.008,205347.0,4.0,0
1247,0.176,0.479,7.0,-7.471,0.0,0.0282,0.654,0.591,0.13,0.0673,100.831,414747.0,4.0,4
1248,0.604,0.788,0.0,-3.673,0.0,0.103,0.0678,0.153,0.127,0.301,126.06,245040.0,4.0,2
1249,0.42,0.69,9.0,-6.221,0.0,0.0347,0.00385,0.015,0.287,0.237,85.014,239216.0,4.0,2
1250,0.69,0.897,11.0,-4.696,0.0,0.0506,0.0142,0.0,0.108,0.849,140.05,221493.0,4.0,2
1251,0.635,0.926,0.0,-5.589,1.0,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,189840.0,4.0,0
1252,0.672,0.738,0.0,-7.045,1.0,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040.0,4.0,3
1253,0.359,0.649,3.0,-7.06,1.0,0.0349,0.107,0.0124,0.0555,0.133,111.709,278373.0,4.0,3
1254,0.577,0.447,8.0,-5.892,1.0,0.277,0.00627,0.00022,0.0899,0.189,74.236,247800.0,4.0,1
1255,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,257720.0,4.0,3
1256,0.39,0.252,6.0,-9.666,0.0,0.0298,0.808,0.0,0.0887,0.181,122.053,281947.0,4.0,4
1257,0.625,0.576,11.0,-5.693,0.0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147.0,4.0,2
1258,0.715,0.791,10.0,-6.63,1.0,0.0414,0.0368,0.0,0.0694,0.879,116.043,201053.0,4.0,0
1259,0.561,0.522,2.0,-5.857,1.0,0.0318,0.227,0.0,0.104,0.238,83.962,271813.0,4.0,3
1260,0.658,0.677,5.0,-6.628,1.0,0.0393,0.248,0.0,0.368,0.248,124.91,251627.0,4.0,3
1261,0.826,0.668,3.0,-6.329,0.0,0.0571,0.223,6.92e-05,0.167,0.534,118.99,215187.0,4.0,2
1262,0.514,0.683,5.0,-5.099,1.0,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,220947.0,4.0,1
1263,0.637,0.732,7.0,-6.209,0.0,0.0965,0.244,0.0,0.498,0.68,128.108,198800.0,4.0,2
1264,0.487,0.729,2.0,-6.815,1.0,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120.0,4.0,1
1265,0.582,0.894,8.0,-6.298,1.0,0.041,0.0022,0.0223,0.0664,0.0694,125.946,192867.0,4.0,3
1266,0.502,0.417,10.0,-7.665,1.0,0.0718,0.127,0.00419,0.106,0.218,180.301,281040.0,4.0,3
1267,0.428,0.626,4.0,-6.639,0.0,0.0339,0.222,8.22e-05,0.277,0.379,86.02,285400.0,4.0,2
1268,0.815,0.372,7.0,-12.814,1.0,0.0752,0.166,0.000116,0.0767,0.293,101.684,217347.0,4.0,3
1269,0.571,0.873,0.0,-3.382,0.0,0.1,0.0811,0.0,0.361,0.613,139.691,229467.0,4.0,2
1270,0.517,0.811,5.0,-4.526,0.0,0.286,0.186,0.0,0.105,0.494,168.269,250320.0,4.0,2
1271,0.792,0.856,11.0,-5.236,0.0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,237267.0,4.0,2
1272,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,221947.0,4.0,0
1273,0.612,0.749,0.0,-5.014,1.0,0.0446,0.615,0.0,0.167,0.574,120.052,223267.0,4.0,3
1274,0.566,0.755,11.0,-5.526,1.0,0.0368,0.0338,0.0,0.315,0.445,101.006,264493.0,4.0,1
1275,0.651,0.92,11.0,-6.964,1.0,0.0665,0.096,0.0,0.971,0.735,96.02,170893.0,4.0,1
1276,0.616,0.862,7.0,-5.18,0.0,0.0973,0.00117,0.0,0.179,0.569,127.992,234693.0,4.0,2
1277,0.578,0.0978,2.0,-22.071,1.0,0.0317,0.954,0.901,0.11,0.0392,74.01,150133.0,4.0,4
1278,0.597,0.919,7.0,-2.954,1.0,0.0439,0.000145,0.0,0.282,0.729,113.991,255587.0,4.0,1
1279,0.656,0.884,2.0,-4.748,1.0,0.0372,0.0162,0.0,0.145,0.86,105.009,237987.0,4.0,0
1280,0.757,0.547,7.0,-4.573,1.0,0.0355,0.0115,0.0,0.0445,0.793,126.977,231693.0,4.0,0
1281,0.71,0.882,4.0,-2.932,0.0,0.0595,0.00777,0.00771,0.294,0.875,128.016,232800.0,4.0,2
1282,0.703,0.731,8.0,-6.283,0.0,0.0311,0.0721,0.00191,0.138,0.719,120.028,244267.0,4.0,2
1283,0.742,0.878,9.0,-3.127,0.0,0.128,0.000758,8.88e-05,0.286,0.564,114.965,221720.0,4.0,2
1284,0.853,0.686,10.0,-8.314,0.0,0.268,0.0424,2.79e-06,0.0866,0.538,122.97,210479.0,4.0,2
1285,0.423,0.862,0.0,-5.13,0.0,0.0695,0.00806,0.0,0.133,0.462,154.756,217760.0,4.0,2
1286,0.605,0.8,5.0,-6.235,0.0,0.0545,0.155,0.0562,0.121,0.836,128.074,211880.0,4.0,2
1287,0.707,0.861,7.0,-4.225,1.0,0.316,0.1,0.0,0.191,0.795,130.021,199480.0,4.0,1
1288,0.373,0.686,0.0,-5.52,1.0,0.034,0.128,1.96e-06,0.383,0.189,93.763,289080.0,4.0,3
1289,0.646,0.784,1.0,-7.471,0.0,0.108,0.0166,0.0,0.0721,0.179,127.839,197132.0,4.0,2
1290,0.596,0.952,7.0,-4.364,1.0,0.0873,0.00131,0.0,0.598,0.571,127.945,234360.0,4.0,1
1291,0.66,0.9,7.0,-5.02,1.0,0.14,0.0403,0.0,0.219,0.591,85.51,213253.0,4.0,0
1292,0.728,0.858,9.0,-3.686,1.0,0.0609,0.0403,4.26e-06,0.0241,0.591,125.054,205640.0,4.0,0
1293,0.594,0.841,1.0,-5.792,1.0,0.102,0.000238,2.22e-06,0.156,0.643,129.925,227973.0,4.0,0
1294,0.424,0.157,9.0,-18.141,1.0,0.0428,0.95,0.0593,0.101,0.342,91.537,171653.0,4.0,4
1295,0.531,0.843,9.0,-2.569,0.0,0.0429,0.0909,0.0,0.0283,0.392,136.991,240133.0,4.0,2
1296,0.717,0.55,10.0,-6.019,0.0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333.0,4.0,2
1297,0.472,0.844,10.0,-6.578,1.0,0.054,0.00173,0.0,0.24,0.34,140.034,321280.0,4.0,3
1298,0.574,0.512,5.0,-6.664,0.0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147.0,4.0,3
1299,0.853,0.599,7.0,-4.756,1.0,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827.0,4.0,0
1300,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878,190185.0,4.0,3
1301,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400.0,4.0,0
1302,0.445,0.537,4.0,-8.532,0.0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360.0,4.0,4
1303,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,233478.0,4.0,0
1304,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,4.0,0
1305,0.548,0.532,5.0,-7.596,1.0,0.0323,0.186,0.000263,0.217,0.405,85.03,272394.0,4.0,3
1306,0.655,0.819,0.0,-4.852,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790.0,5.0,1
1307,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,186813.0,4.0,1
1308,0.612,0.28,0.0,-8.648,1.0,0.0434,0.932,0.0,0.088,0.387,72.795,213827.0,4.0,4
1309,0.609,0.715,8.0,-8.244,1.0,0.473,0.0655,0.0,0.375,0.476,156.166,239733.0,4.0,1
1310,0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,242733.0,4.0,3
1311,0.602,0.923,5.0,-3.763,1.0,0.044,0.0098,0.0,0.0561,0.765,136.01,216013.0,4.0,0
1312,0.572,0.88,2.0,-8.085,1.0,0.444,0.0645,0.0,0.697,0.568,145.935,299630.0,4.0,1
1313,0.81,0.793,6.0,-9.404,0.0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,369627.0,4.0,2
1314,0.691,0.631,2.0,-6.478,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124.0,4.0,0
1315,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,285120.0,3.0,4
1316,0.601,0.843,0.0,-4.87,1.0,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987.0,4.0,0
1317,0.53,0.422,5.0,-6.262,1.0,0.0342,0.407,0.0,0.107,0.349,119.964,221360.0,4.0,3
1318,0.874,0.692,5.0,-5.28,0.0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560.0,4.0,2
1319,0.494,0.723,6.0,-4.559,0.0,0.0441,0.0192,0.0322,0.134,0.152,144.036,225787.0,4.0,2
1320,0.457,0.757,1.0,-5.177,1.0,0.032,0.0206,0.0,0.146,0.417,102.961,266600.0,4.0,3
1321,0.688,0.473,8.0,-9.059,1.0,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525.0,4.0,3
1322,0.584,0.557,6.0,-6.371,1.0,0.0342,0.0129,0.0,0.0576,0.767,154.008,219760.0,4.0,0
1323,0.854,0.463,5.0,-6.159,1.0,0.137,0.117,0.0,0.354,0.549,120.024,225773.0,4.0,1
1324,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240.0,4.0,2
1325,0.674,0.628,2.0,-7.079,1.0,0.03,0.00144,0.0,0.0944,0.552,103.998,247907.0,4.0,3
1326,0.504,0.785,8.0,-4.802,1.0,0.104,0.0738,0.0,0.239,0.502,173.968,210840.0,4.0,1
1327,0.781,0.853,1.0,-3.68,0.0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189.0,4.0,2
1328,0.673,0.758,7.0,-3.632,1.0,0.158,0.039,0.0,0.341,0.542,135.956,229507.0,4.0,1
1329,0.772,0.685,5.0,-6.849,1.0,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400.0,4.0,3
1330,0.781,0.548,0.0,-4.997,0.0,0.0764,0.229,0.0,0.127,0.175,106.996,214255.0,4.0,2
1331,0.432,0.725,7.0,-4.862,1.0,0.0431,0.00273,0.0,0.208,0.353,128.902,228879.0,4.0,3
1332,0.667,0.608,1.0,-7.054,1.0,0.216,0.324,0.000198,0.426,0.475,99.992,241160.0,4.0,1
1333,0.685,0.466,0.0,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133.0,4.0,4
1334,0.853,0.693,1.0,-6.87,1.0,0.275,0.0239,0.0,0.11,0.662,95.967,233787.0,4.0,1
